user_id,date,age,gender,height_cm,weight_kg,steps,calories_burned,sleep_hours,heart_rate_avg,workout_type,workout_duration_minutes,water_intake_liters,stress_level,mood,user_type
0,2025-01-01,44,Male,173.88613122860414,87.1842388512642,5401.317655872497,418.2615843865103,5.668424788215879,82.55513459138358,walking,31.404067648302323,2.1029558111174453,8.22392716557172,Neutral,amateur
0,2025-01-02,44,Male,173.88613122860414,87.1842388512642,4292.543766610838,554.3662517171348,5.444044990118887,83.92146353165036,cardio,39.844103932795996,1.9988452554298763,6.89598581776381,Neutral,amateur
0,2025-01-03,44,Male,173.88613122860414,87.1842388512642,5312.748797324596,362.436495485483,5.7487008234354455,85.12121228561111,cardio,47.697465051890816,2.089944598365394,6.307485788762726,Neutral,amateur
0,2025-01-04,44,Male,173.88613122860414,87.1842388512642,5468.610215756077,398.343455211726,6.340704066543955,82.79511642153994,walking,12.851111067381716,2.0447577884484467,6.769202342278128,Neutral,amateur
0,2025-01-05,44,Male,173.88613122860414,87.1842388512642,5463.231092712076,434.4671469683109,5.05855140720282,85.77301443582316,walking,25.79871258061274,2.276134345619793,8.258287497910604,Neutral,amateur
0,2025-01-06,44,Male,173.88613122860414,87.1842388512642,5869.265201983788,573.923454503377,5.380233649495563,90.89925388531151,yoga,35.123462454412646,2.5407208381619517,8.15670027642286,Neutral,amateur
0,2025-01-07,44,Male,173.88613122860414,87.1842388512642,6219.304289057596,300.7418479154615,6.379889821993902,86.25404341189768,hiit,55.01126486985603,2.4025720132556097,7.415614922705714,Neutral,amateur
0,2025-01-08,44,Male,173.88613122860414,87.1842388512642,7669.956124804001,480.8442682337408,6.3043838937985175,92.44813985538715,strength,24.580099784150544,2.3016651326846502,8.621137866058742,Neutral,amateur
0,2025-01-09,44,Male,173.88613122860414,87.1842388512642,7250.706849512982,716.4792426142375,6.229950345063422,94.7179932691027,cardio,40.586831462736306,2.236411194095793,7.642851526751692,Neutral,amateur
0,2025-01-10,44,Male,173.88613122860414,87.1842388512642,7300.614592275245,369.6539006488521,5.302027990380152,85.05154664360035,cardio,30.74543501249053,2.385941723354755,6.6244304610697355,Neutral,amateur
0,2025-01-11,44,Male,173.88613122860414,87.1842388512642,5061.802223295168,356.6269398962137,5.312353363666645,87.98986671357328,strength,26.395578130463043,2.0172821178352285,9.122979200030285,Neutral,amateur
0,2025-01-12,44,Male,173.88613122860414,87.1842388512642,2638.397122652253,441.6512503651989,7.74179742225715,92.28451488443781,yoga,50.44093980125639,1.8637687049778338,8.298829031332554,Neutral,amateur
0,2025-01-13,44,Male,173.88613122860414,87.1842388512642,4530.593143354792,233.13303535951556,6.076042995589628,89.88135476520746,hiit,21.767603525779066,1.8250771279194478,8.695513786415297,Neutral,amateur
0,2025-01-14,44,Male,173.88613122860414,87.1842388512642,4153.271485443049,370.27552330807066,5.317416376496414,89.29075681510868,strength,54.63753073157123,2.021397833307405,8.568613273760315,Neutral,amateur
0,2025-01-15,44,Male,173.88613122860414,87.1842388512642,4943.708438728622,569.0188378298693,6.126870355821878,89.40675142933708,cardio,42.255083493836224,1.8276359172168175,7.681298679768393,Neutral,amateur
